,name,mass,radius,orbper
0,11 UMi b,11.20,,516.22
1,14 And b,4.8,,185.84
2,14 Her b,4.975,,1766
3,14 Her c,7.679,,9886
4,16 Cygni B b,1.77,,799.5
5,18 Del b,10.3,,993.3
6,24 Boo b,0.91000,,30.35060000
7,24 Sex b,1.99,,452.8
8,24 Sex c,0.86,,883.0
9,2M0437 b,4.0,,
10,2M 044144 b,9.8,,
11,2M1207 b,5,,
12,2M 1252+2735 b,6.88,,35.08
13,2M 1253+2734 b,8.3,,24.31
14,2M 1258+2630 b,3.4,,11.88
15,2M 1938+4603 b,1.9,,416
16,2MASS J0030-1450,10.0,1.36,
17,2MASS J02495639-0557352 c,11.6,,
18,2MASS J0459-2853,8.0,1.32,
19,2MASS J06023447-0034369 b,1.1,1.3,3.0525
20,2MASS J0642+4101,12.0,1.23,
21,2MASS J0718-6415,3.0,1.29,
22,2MASS J1119-1137 b,3.7,,32850.0
23,2MASS J2117-2940,7.0,1.38,
24,2MASS J2206+3301,8.0,1.3,
25,2MASS J22362452+4751425 b,12.50000,,
26,30 Ari B b,6.6,,345.4
27,38 Vir b,4.51,,825.9
28,42 Dra b,3.88,,479.1
29,47 UMa b,2.53,,1078
30,47 UMa c,0.540,,2391
31,47 UMa d,1.64,,14002
32,4 UMa b,7.1,,269.3
33,51 Eri b,2,1,15000
34,51 Peg b,0.46,,4.231
35,55 Cancri b,0.8036,,14.6516
36,55 Cancri c,0.1611,,44.3989
37,55 Cancri d,3.12,,5574.2
38,55 Cancri e,0.0251,0.16728,0.7365474
39,55 Cancri f,0.1503,,259.88
40,61 Vir b,0.016,,4.2150
41,61 Vir c,0.0573,,38.021
42,61 Vir d,0.0721,,123.01
43,6 Lyn b,2.21,,874.774
44,70 Vir b,7.4,,116.6926
45,75 Cet b,3.0,,691.9
46,7 CMa b,1.85000,,735.10000000
47,7 CMa c,0.87000,,996.00000000
48,81 Cet b,5.3,,952.7
49,83 Leonis B b,0.079,,17.054
50,83 Leonis B c,0.36,,4970
51,8 Ursae Minoris b,1.5,,93.4
52,91 Aquarii A b,3.2,,181.4
53,AB Aur b,9.0,,
54,AB Pic b,12,1.55,
55,alf Ari b,1.8,,380.8
56,alf Tau b,6.47,,628.96
57,Proxima Centauri b,0.003691,,11.18427
58,Proxima Centauri c,0.022024,,1929
59,Proxima Centauri d,0.000818,,5.122
60,Alpha Centauri B b,0.00356,,3.2357
61,AU Mic b,0.18000,0.375,8.46321000
62,BD+03 2562 b,6.4,,481.9
63,BD-08 2823 b,0.045,,5.60
64,BD-08 2823 c,0.33,,237.6
65,BD-10 3166 b,0.408,,3.48777
66,BD-11 4672 b,0.65000,,1634.00000000
67,BD-11 4672 c,0.04836,,74.20000000
68,BD+14 4559 b,1.47,,268.94
69,BD+15 2375 b,1.061,,153.22
70,BD+15 2940 b,1.11,,137.48
71,BD-17 63 b,5.1,,655.6
72,BD+20 1790 b,6.37,,7.78287
73,BD+20 2457 c,12.47,,621.99
74,BD+20 274 b,4.2,,578.2
75,BD+20 594 b,0.05129,0.1989,41.6855
76,BD+45 564 b,1.36000,1.210,307.88000000
77,BD+48 738 b,0.91,,392.6
78,BD+48 740 b,1.70000,,733.00000000
79,BD+49 828 b,1.6,,2590
80,BD+55 362 b,0.72000,1.250,265.59000000
81,BD+63 1405 b,3.96000,1.160,1198.48000000
82,beta Cancri b,7.8,,605.2
83,beta Pic c,9.00000,,1200.00000000
84,beta Ursae Minoris b,6.1,,522.3
85,CFBDS 1458 b,6.5,,9855
86,CFBDSIR2149,5.5,,
87,CFHTWIR-Oph 98 A b,7.80000,1.860,8040000.00000000
88,CHXR 73 b,12,,
89,CI Tau b,12.31,,8.9891
90,COCONUTS-2 b,6.4,1.12,
91,CoRoT-10 b,2.75,0.97,13.2406
92,CoRoT-11 b,2.49,1.39,2.994325
93,CoRoT-12 b,0.917,1.44,2.828042
94,CoRoT-13 b,1.308,0.885,4.03519
95,CoRoT-14 b,7.6,1.09,1.51214
96,CoRoT-16 b,0.53,1.17,5.35227
97,CoRoT-17 b,2.45,1.02,3.768125
98,CoRoT-18 b,3.47,1.31,1.9000693
99,CoRoT-19 b,1.11,1.45,3.89713
100,CoRoT-1 b,1.03,1.49,1.5089557
101,CoRoT-20 b,4.3,0.84,9.24285
102,CoRoT-21 b,2.26,1.3,2.72474
103,CoRoT-22 b,0.0383853003178,0.435365216104,9.75598
104,CoRoT-23 b,2.8,1.05,3.6314
105,CoRoT-24 c,0.088,0.44,11.759
106,CoRoT-25 b,0.27,1.08,4.86069
107,CoRoT-26 b,0.52,1.26,4.20474
108,CoRoT-27 b,10.39,1.007,3.57532
109,CoRoT-28 b,0.484,0.955,5.20851
110,CoRoT-29 b,0.85,0.97,2.8505615
111,CoRoT-2 b,3.31,1.465,1.7429964
112,CoRoT-30 b,2.90000,1.009,9.06005000
113,CoRoT-31 b,0.84000,1.460,4.62941000
114,CoRoT-35 b,1.1,1.68,3.22748
115,CoRoT-36 b,0.68,1.41,5.616531
116,CoRoT-4 b,0.72,1.19,9.20205
117,CoRoT-5 b,0.467,1.388,4.0378962
118,CoRoT-6 b,2.96,1.166,8.886593
119,CoRoT-7 b,0.01283,0.150,0.85359163
120,CoRoT-7 c,0.02643,0.253,3.69800000
121,CoRoT-7 d,0.05393,0.384,8.96600000
122,CoRoT-8 b,0.22,0.57,6.21229
123,CoRoT-9 b,0.84,1.05,95.2738
124,CoRoTID 223977153 b,0.15000,0.570,6.71837000
125,DE CVn b,12.00000,,4098.10000000
126,DH Tau B,12,,
127,DMPP-1 b,0.07636,,18.57000000
128,DMPP-1 c,0.03020,,6.58400000
129,DMPP-1 d,0.01054,,2.88200000
130,DMPP-1 e,0.01299,,5.51600000
131,DMPP-2 b,0.43700,,5.20720000
132,DMPP-3 A b,0.00812,,6.67320000
133,DP Leo b,6.05,,10230
134,EPIC 201427007 b,0.00899,0.134,0.72091000
135,EPIC 201505350 c,0.0500,0.434,11.90715
136,EPIC 201505350 b,0.138,0.691,7.91940
137,EPIC 201546283 b,0.09156,0.3970,6.77145
138,EPIC 201577035 b,0.0850,0.3426,19.3044
139,EPIC 201595106 b,0.00705,0.116,0.87721400
140,EPIC 201912552 b,0.02504,0.2123,32.93963
141,K2-18 c,0.02363,,8.962
142,EPIC 203771098 b,0.066,0.520,20.88508
143,EPIC 203771098 c,0.0850,0.723,42.36342
144,EPIC 204129699 b,1.774,,1.257850
145,EPIC 204221263 b,0.0378,0.138,4.01593
146,EPIC 204221263 c,0.031,0.216,10.56103
147,K2-33 b,3.6,0.451,5.42513
148,K2-29 b,0.73,1.19,3.2588321
149,EPIC 211391664 b,0.101,0.38,10.13675
150,EPIC 212587672 c,0.01890,0.207,23.22855500
151,EPIC 212587672 b,0.00669,0.112,15.28078000
152,EPIC 212624936 b,0.00588,0.107,0.57865700
153,EPIC 212624936 c,0.01860,0.205,11.81143700
154,K2-99 b,0.97,1.29,18.249
155,EPIC 216468514 b,0.84,1.44,3.31392
156,EPIC 218916923 b,0.381,0.812,28.38229
157,EPIC 220504338 b,1.28,0.91,5.817712
158,EPIC 228735255 b,1.019,1.095,6.5693
159,EPIC 228754001 b,0.495,1.089,9.1708
160,EPIC 22881391 b,0.7,0.079,0.179715
161,EPIC 228836835 b,0.00430,0.098,0.72811300
162,EPIC 246193072 b,0.26000,0.774,12.45512250
163,EPIC 246851721 b,3.00000,1.051,6.18023500
164,EPIC 249893012 b,0.02753,0.174,3.59510000
165,EPIC 249893012 c,0.04616,0.327,15.62400000
166,EPIC 249893012 d,0.03203,0.352,35.74700000
167,eps Coronae Borealis b,6.7,,417.9
168,eps Eridani b,0.645,,2651
169,Epsilon Indi A b,2.71,,19205.51
170,eps Tau b,7.6,,594.9
171,eta Cet b,2.46,,407.3
172,eta Cet c,3.16,,744.3
173,FW Tau b,10,,
174,G 264-012 b,0.0079,,2.30538
175,G 264-012 c,0.0118,,8.0518
176,Gaia-2 b,0.773,1.327,3.6915237
177,Gamma Cephei b,9.4,,905.0
178,Gamma Leonis b,8.78,,428.5
179,gamma Libra b,1.02000,,415.20000000
180,gamma Librai c,4.58000,,964.60000000
181,gam Psc b,1.34,,555.1
182,GAT 1370 b,0.003302,,4.9100
183,GAT 1370 c,0.003491,,11.409
184,GJ 1061 b,0.00431,,3.20400000
185,GJ 1061 c,0.00547,,6.68900000
186,GJ 1061 d,0.00516,,13.03100000
187,GJ 1132 b,0.00522,0.101,1.62893100
188,GJ 1132 c,0.00831,,8.92900000
189,GJ 1148 c,0.21414,0.866,532.58000000
190,GJ 1148 b,0.30425,1.070,41.38000000
191,GJ 1151 c,0.0079,,2.018
192,GJ 1252 b,0.00658,0.106,0.51823490
193,GJ 1265 b,0.02328,,3.65110000
194,GJ 143 b,0.07142,0.233,35.61253000
195,GJ 143 c,0.01164,0.080,7.78993000
196,GJ 160.2 b,0.03209,,5.23540000
197,GJ 180 b,0.02042,,17.13300000
198,GJ 180 c,0.02014,,24.32900000
199,GJ 180 d,0.02379,,106.30000000
200,GJ 2056 b,0.05097,,69.97100000
201,GJ 229 b,0.02667,,526.11500000
202,GJ 229 c,0.02287,,121.99500000
203,GJ 251 b,0.01259,,14.23800000
204,GJ 27.1 b,0.04090,,15.81900000
205,GJ 273 b,0.00909,,18.6498
206,GJ 273 c,0.00371,,4.7234
207,GJ 3082 b,0.02580,,11.94900000
208,GJ 3090 b,0.01051,0.19,2.8531054
209,GJ 3138 b,0.0132,,5.974
210,GJ 3138 c,0.0056,,1.22003
211,GJ 3138 d,0.033,,257.8
212,GJ 317 b,1.75282,,695.66000000
213,GJ 317 c,1.64396,,6739.32300000
214,GJ 3222 b,0.03694,0.308,10.66668640
215,GJ 3323 b,0.00636,,5.3636
216,GJ 3323 c,0.00727,,40.54
217,GJ 338 B b,0.03231,,24.45000000
218,GJ 3473 b,0.00585,0.113,1.19800350
219,GJ 3473 c,0.02331,,15.50900000
220,GJ 3512 b,0.46300,,203.59000000
221,GJ 357 b,0.00579,0.109,3.93072000
222,GJ 357 c,0.01070,,9.12470000
223,GJ 357 d,0.01919,,55.66100000
224,GJ 367 b,0.001718,0.06406,0.321962
225,GJ 3779 b,0.02517,,3.02320000
226,GJ 3929 b,0.00381,0.1026,2.6162745
227,GJ 3929 c,0.01658,,14.303
228,GJ 393 b,0.00538,,7.02679
229,GJ 3942 b,0.02246,,6.90500000
230,GJ 3998 b,0.00777,,2.64977000
231,GJ 3998 c,0.01970,,13.74000000
232,GJ 411 b,0.00846,0.129,12.94600000
233,GJ 411 c,0.05680,0.396,3190.00000000
234,GJ 414 A b,0.02391,,50.80000000
235,GJ 414 A c,0.16937,,749.83000000
236,GJ 422 b,0.03483,,20.12900000
237,GJ 4276 b,0.05213,,13.35200000
238,GJ 433 b,0.01901,,7.37050000
239,GJ 433 c,0.10201,,5094.10500000
240,GJ 433 d,0.01643,,36.05900000
241,GJ 480 b,0.04153,,9.56700000
242,GJ 486 b,0.00887,0.11643,1.467119
243,GJ 514 b,0.01636,0.190,140.43000000
244,GJ 536 b,0.0169,,8.7076
245,GJ 625 b,0.00887,,14.62800000
246,GJ 682 b,0.014,,17.478
247,GJ 682 c,0.027,,57.32
248,GJ 685 b,0.02832,,24.16000000
249,GJ 687 b,0.05412,,38.14200000
250,GJ 687 c,0.05034,,727.56200000
251,GJ 720 A b,0.04292,0.336,19.46600000
252,GJ 725 B b,0.00378,,2.7
253,GJ 740 b,0.00931,,2.37756
254,GJ 887 b,0.01321,,9.26200000
255,GJ 887 c,0.02391,,21.78900000
256,GJ 896 A b,2.26,,284.39
257,GJ 9066 b,0.09722,,241.88300000
258,GJ 9066 c,0.22528,,767.88700000
259,GJ 9689 b,0.03036,,18.27
260,GJ 96 b,0.06186,,73.94000000
261,GJ 9714 b,9.60029,1.110,19240.75467009
262,GJ 9827 b,0.01545,0.141,1.20898190
263,GJ 9827 c,0.00264,0.111,3.64809570
264,GJ 9827 d,0.01271,0.180,6.20146980
265,Gl 378 b,0.04097,,3.82200000
266,Gl 686 b,0.02089,,15.53140000
267,Gliese 1214 b,0.02571,0.24463,1.580404497
268,GJ 15 A b,0.00953,,11.44070000
269,GJ 15 A c,0.11327,,7600.00000000
270,Gliese 163 b,0.0311,,8.6312
271,Gliese 163 c,0.0239,,25.637
272,Gliese 163 d,0.0636,,604.0
273,Gliese 163 e,0.0428,,349.0
274,Gliese 163 f,0.0214,,109.5
275,Gliese 176 b,0.0264,,8.7836
276,Gliese 179 b,0.82,,2288
277,Gliese 221 b,0.027,,3.8728
278,Gliese 221 c,0.17,,125.94
279,Gliese 221 d,0.0582,,487.0
280,Gliese 221 e,0.0104,,2.3946
281,Gliese 3021 A b,3.37,,133.71
282,Gliese 328 b,2.3,,4100
283,Gliese 3293 b,0.076,,30.60
284,Gliese 3293 d,0.07,,123.98
285,Gliese 3293 c,0.027,,48.14
286,Gliese 3341 b,0.02,,14.207
287,Gliese 3470 b,0.04320,0.346,3.3366487
288,Gliese 3634 b,0.022,,2.64561
289,Gliese 436 b,0.07992,0.361,2.64389803
290,Gliese 49 b,0.01771,,13.85080000
291,Gliese 581 b,0.049702,,5.3686
292,Gliese 581 c,0.017301,,12.914
293,Gliese 581 d,0.019,,66.64
294,Gliese 581 e,0.0061,,3.1490
295,Gliese 581 f,0.0220199,,433
296,Gliese 581 g,0.0097516,,36.5
297,Gliese 649 b,0.328,,598.3
298,GJ 649.02,0.030,,4.4762
299,Gliese 667 C b,0.017616,,7.2004
300,Gliese 667 C h,0.003460,,16.946
301,Gliese 667 C c,0.011954,,28.140
302,Gliese 667 C f,0.008493,,39.026
303,Gliese 667 C e,0.008493,,62.24
304,Gliese 667 C d,0.016043,,91.61
305,Gliese 667 C g,0.014470,,256.2
306,Gliese 674 b,0.037,,4.6938
307,Gliese 676 A d,0.014,,3.6000
308,Gliese 676 A e,0.036,,35.37
309,Gliese 676 A b,4.95,,1050.3
310,Gliese 676 A c,3.0,,4400
311,Gliese 777 A b,1.495,,2867.9
312,Gliese 777 A c,0.064,,17.1186
313,Gliese 785 b,0.05316,,74.72
314,Gliese 785 c,0.0754,,525.8
315,Gliese 832 b,0.688908,,3660
316,Gliese 832 c,0.015729,,35.67
317,Gliese 849 b,0.911,,1924
318,Gliese 849 c,0.944,,5520
319,Gliese 86 b,3.91,,15.76491
320,Gliese 876 b,2.6697,,61.087
321,Gliese 876 c,0.8429,,30.0766
322,Gliese 876 d,0.0217,,1.937870
323,Gliese 876 e,0.05399,,124.72
324,GU Psc b,11,,
325,HAT-P-11 b,0.07362,0.3890,4.887802443
326,HAT-P-11 c,1.595,,3407
327,HAT-P-12 b,0.211,0.959,3.2130598
328,HAT-P-13 b,0.85,1.28,2.916243
329,HAT-P-14 b,2.2,1.2,4.627657
330,HAT-P-15 b,1.946,1.072,10.863502
331,HAT-P-16 b,4.193,1.190,2.7759712
332,HAT-P-17 b,0.534,1.01,10.338523
333,HAT-P-17 c,1.4,,1798
334,HAT-P-18 b,0.196,0.947,5.507978
335,HAT-P-19 b,0.292,1.109,4.0087844
336,HAT-P-1 b,0.524,1.217,4.4652934
337,HAT-P-20 b,7.246,0.867,2.875317
338,HAT-P-21 b,4.063,1.024,4.124461
339,HAT-P-22 b,2.147,1.08,3.21222
340,HAT-P-23 b,2.09,1.368,1.212884
341,HAT-P-24 b,0.685,1.242,3.35524
342,HAT-P-25 b,0.567,1.19,3.652836
343,HAT-P-26 b,0.059,0.565,4.234516
344,HAT-P-27 b,0.62,1.02,3.039577
345,HAT-P-28 b,0.626,1.212,3.257215
346,HAT-P-29 b,0.778,1.107,5.72318
347,HAT-P-2 b,8.74,0.951,5.6334729
348,HAT-P-30 b,0.711,1.340,2.810595
349,HAT-P-31 b,2.171,1.07,5.005425
350,HAT-P-32 b,0.941,2.037,2.150009
351,HAT-P-33 b,0.763,1.827,3.474474
352,HAT-P-34 b,3.328,1.197,5.4527
353,HAT-P-35 b,1.054,1.332,3.6467
354,HAT-P-36 b,1.84820,1.277,1.32734683
355,HAT-P-37 b,1.169,1.178,2.797436
356,HAT-P-38 b,0.267,0.825,4.640382
357,HAT-P-39 b,0.599,1.571,3.54387
358,HAT-P-3 b,0.591,0.827,2.899703
359,HAT-P-40 b,0.615,1.730,4.457243
360,HAT-P-41 b,0.800,1.685,2.69404
361,HAT-P-42 b,0.975,1.277,4.641876
362,HAT-P-43 b,0.660,1.283,3.332688
363,HAT-P-44 b,0.392,1.28,
364,HAT-P-44 c,1.6,,219.9
365,HAT-P-45 b,0.892,1.426,3.128992
366,HAT-P-46 b,0.493,1.284,
367,HAT-P-46 c,2.0,,
368,HAT-P-47 b,0.206,1.313,4.732182
369,HAT-P-48 b,0.168,1.131,4.40865
370,HAT-P-49 b,1.730,1.413,
371,HAT-P-4 b,0.68,1.27,3.0565114
372,HAT-P-50 b,1.350,1.288,3.1220109
373,HAT-P-51 b,0.309,1.293,4.2180278
374,HAT-P-52 b,0.818,1.009,2.7535953
375,HAT-P-53 b,1.484,1.318,1.9616241
376,HAT-P-54 b,0.760,0.944,
377,HAT-P-55 b,0.582,1.182,
378,HAT-P-56 b,2.18,1.466,2.7908327
379,HAT-P-58 b,0.37200,1.332,4.01383790
380,HAT-P-59 b,1.54000,1.123,4.14197710
381,HAT-P-5 b,1.06,1.252,2.788491
382,HAT-P-60 b,0.57400,1.631,4.79478130
383,HAT-P-61 b,1.05700,0.899,1.90231289
384,HAT-P-62 b,0.76100,1.073,2.64532350
385,HAT-P-63 b,0.61400,1.119,3.37772800
386,HAT-P-64 b,0.58000,1.703,4.00723200
387,HAT-P-65 b,0.527,1.89,2.6054552
388,HAT-P-66 b,0.783,1.59,2.972086
389,HAT-P-67 b,0.34,2.085,4.81010205
390,HAT-P-68 b,0.724,1.072,2.29840551
391,HAT-P-69 b,3.58000,1.676,4.78694910
392,HAT-P-6 b,1.057,1.33,3.853003
393,HAT-P-70 b,6.78000,1.870,2.74432452
394,HAT-P-7 b,1.709,1.4588,2.204737
395,HAT-P-8 b,1.275,1.321,3.0763402
396,HAT-P-9 b,0.74900,1.393,3.92281072
397,HATS-10 b,0.526,0.969,3.3128460
398,HATS-11 b,0.85,1.51,3.6191613
399,HATS-12 b,2.4,1.35,3.142833
400,HATS-13 b,0.543,1.212,3.0440499
401,HATS-14 b,1.07,1.04,2.766764
402,HATS-15 b,2.17,1.105,1.74748753
403,HATS-16 b,3.27,1.30,2.686502
404,HATS-17 b,1.338,0.777,16.254611
405,HATS-18 b,1.97950,1.329,0.83784000
406,HATS-19 b,0.427,1.66,4.569673
407,HATS-1 b,1.855,1.302,3.446459
408,HATS-20 b,0.273,0.776,3.7992969
409,HATS-21 b,0.332,1.123,3.5543973
410,HATS-22 b,2.74,0.953,4.7228124
411,HATS-23 b,1.47,1.86,2.1605156
412,HATS-24 b,2.26000,1.395,1.34849780
413,HATS-25 b,0.613,1.26,4.2986432
414,HATS-26 b,0.65,1.75,3.3023881
415,HATS-27 b,0.53,1.5,4.637038
416,HATS-28 b,0.672,1.194,3.1810781
417,HATS-29 b,0.653,1.251,4.6058749
418,HATS-2 b,1.345,1.168,1.354133
419,HATS-30 b,0.706,1.175,3.1743516
420,HATS-31 b,0.88,1.64,3.37796
421,HATS-32 b,0.92,1.249,2.8126548
422,HATS-33 b,1.192,1.23,2.5495551
423,HATS-34 b,0.941,1.43,2.1061607
424,HATS-35 b,1.222,1.464,1.8209933
425,HATS-36 b,2.79,1.263,4.1752379
426,HATS-37 A b,0.09900,0.606,4.33153660
427,HATS-38 b,0.07400,0.614,4.37502100
428,HATS-39 b,0.63000,1.570,4.57763480
429,HATS-3 b,1.138,1.697,3.547849
430,HATS-40 b,1.59000,1.580,3.26427360
431,HATS-41 b,9.70000,1.330,4.19364900
432,HATS-42 b,1.88000,1.400,2.29210200
433,HATS-43 b,0.261,1.18,4.3888497
434,HATS-44 b,0.56,1.067,2.7439004
435,HATS-45 b,0.7,1.286,4.1876244
436,HATS-46 b,0.173,0.903,4.7423729
437,HATS-47 b,0.36900,1.117,3.92280380
438,HATS-48 A b,0.24300,0.800,3.13166660
439,HATS-49 b,0.35300,0.765,4.14804670
440,HATS-4 b,1.323,1.020,2.516729
441,HATS-50 b,0.39,1.130,3.8297015
442,HATS-51 b,0.768,1.41,3.3488702
443,HATS-52 b,2.24,1.382,1.36665436
444,HATS-53 b,0.595,1.340,3.8537768
445,HATS-54 b,0.76,1.067,2.5441828
446,HATS-55 b,0.921,1.251,4.2042001
447,HATS-56 b,0.902,1.688,4.324799
448,HATS-57 b,3.147,1.139,2.3506210
449,HATS-58 A b,1.03,1.095,4.2180896
450,HATS-59 b,0.806,1.126,5.416081
451,HATS-59 c,12.7,,1422
452,HATS-5 b,0.237,0.912,4.763387
453,HATS-60 b,0.662,1.153,3.560829
454,HATS-61 b,3.4,1.195,7.817953
455,HATS-62 b,0.179,1.055,3.2768837
456,HATS-63 b,0.96,1.207,3.0566527
457,HATS-64 b,0.96,1.679,4.908897
458,HATS-65 b,0.821,1.501,3.1051610
459,HATS-66 b,5.33,1.411,3.1414391
460,HATS-67 b,1.45,1.685,1.6091788
461,HATS-68 b,1.290,1.232,3.58622202
462,HATS-69 b,0.577,0.945,2.2252577
463,HATS-6 b,0.319,0.998,3.3252725
464,HATS-70 b,12.90000,1.384,1.88823780
465,HATS-71 b,0.45,1.08,3.7955213
466,HATS-72 b,0.12540,0.722,7.32794740
467,HATS-74A b,1.46,1.032,1.73185606
468,HATS-75 b,0.491,0.884,2.7886556
469,HATS-76 b,2.629,1.079,1.9416423
470,HATS-77 b,1.374,1.165,3.0876262
471,HATS-7 b,0.120,0.563,3.1853150
472,HATS-8 b,0.138,0.873,3.583893
473,HATS-9 b,0.837,1.065,1.9153073
474,HD 100655 b,1.7,,157.57
475,HD 100777 b,1.16,,383.7
476,HD 10180 b,0.00409,,1.17766
477,HD 10180 c,0.0416,,5.75969
478,HD 10180 i,0.00598,,9.655
479,HD 10180 d,0.0378,,16.3570
480,HD 10180 e,0.0805,,49.748
481,HD 10180 j,0.0160,,67.55
482,HD 10180 f,0.0722,,122.744
483,HD 10180 g,0.0732,,604.67
484,HD 10180 h,0.2066,,2205.0
485,HD 101930 b,0.3,,70.46
486,HD 102117 b,0.172,,20.67
487,HD 102195 b,0.45,,4.113775
488,HD 102272 b,5.9,,127.58
489,HD 102272 c,2.6,,520
490,HD 102329 b,5.9,,778.1
491,HD 102329 c,1.52,,1123
492,HD 102365 b,0.05,,122.1
493,HD 102843 b,0.35837,,3090.94200000
494,HD 102956 b,0.96,,6.495
495,HD 103197 b,0.098,,47.84
496,HD 103720 b,0.620,,4.5557
497,HD 103774 b,0.367,,5.8881
498,HD 103891 b,1.44,,1919.0
499,HD 103949 b,0.03524,,120.87800000
500,HD 104067 b,0.186,,55.806
501,HD 10442 b,2.10,,1043
502,HD 104985 b,8.3,,199.505
503,HD 105779 b,0.64,,2412.0
504,HD 106252 b,7.56,,1600
505,HD 106270 b,9.78,,1872
506,HD 106315 b,0.03964,0.218,9.55237000
507,HD 106315 c,0.04782,0.388,21.05704000
508,HD 10647 b,0.94,,989.2
509,HD 106515 A b,9.61,,3630
510,HD 106906 b,12.3,,
511,HD 10697 b,6.38,,1076.4
512,HD 107148 c,0.06260,0.420,18.32670000
513,HD 107148 b,0.21000,0.856,48.05600000
514,HD 108147 b,0.261,,10.8985
515,HD 108236 b,0.013309,0.144081,3.795963
516,HD 108236 c,0.028003,0.184763,6.203449
517,HD 108236 d,0.024384,0.226515,14.175685
518,HD 108236 e,0.025800,0.275047,19.590025
519,HD 108236 f,0.012428,0.179945,29.54115
520,HD 108341 b,3.5,,1129
521,HD 108863 b,2.6,,443.4
522,HD 108874 b,1.36,,395.4
523,HD 108874 c,1.018,,1605.8
524,HD 109246 b,0.77,,68.27
525,HD 109271 b,0.054,,7.8543
526,HD 109271 c,0.076,,30.93
527,HD 109286 b,2.99,,520.1
528,HD 109749 A b,0.28,,5.24
529,HD 10975 b,0.45,,283.8
530,HD 109833 c,0.02270,0.231,13.90014800
531,HD 109833 b,0.02730,0.258,9.18852600
532,HD 110014 b,10.7,,882.6
533,HD 110014 c,3.1,,130.0
534,HD 110113 b,4.55,0.1829,2.541
535,HD 110113 c,0.033,,6.744
536,HD 11112 b,7.64087,1.130,17244.90764393
537,HD 111232 b,6.8,,1143
538,HD 111591 b,4.40000,,1056.40000000
539,HD 112640 b,5.0,,613.2
540,HD 113337 b,2.83,,324
541,HD 113538 b,0.36,,663.2
542,HD 113538 c,0.93,,1818
543,HD 113996 b,6.30000,,610.20000000
544,HD 114082 b,8.00000,1.000,109.75000000
545,HD 114386 b,1.24,,937
546,HD 114386 c,1.19,,1046
547,HD 114613 b,0.48,,3827
548,HD 114729 A b,0.84,,1135
549,HD 114762 b,10.98,,83.9151
550,HD 114783 b,1.10,,493.7
551,HD 114783 c,0.611,,4319
552,HD 11505 b,8.33652,1.120,32669.22246790
553,HD 11506 b,4.21,,1627.5
554,HD 11506 c,0.36,,223.6
555,HD 115404 A b,0.09451,0.535,10.49487691
556,HD 115404 A c,10.38165,1.110,15319.22517076
557,HD 115594 b,8.29,,3700.0
558,HD 116029 b,2.1,,670
559,HD 116029 c,1.27,,907
560,HD 117207 b,1.90,,2628
561,HD 11755 b,6.5,,433.7
562,HD 117618 b,0.178,,25.827
563,HD 117618.02,0.2,,318
564,HD 118203 b,2.13,,6.1335
565,HD 11964 A b,0.583,,1956
566,HD 11964 A c,0.0788,,37.910
567,HD 11977 b,6.5,,621.6
568,HD 120084 b,4.5,,2082
569,HD 121504 b,1.22,,63.33
570,HD 12235 b,0.03251,0.285,4.36304899
571,HD 12235 c,9.97867,1.110,36336.70678753
572,HD 122430 b,3.71,,344.95
573,HD 124330 b,0.75000,1.250,270.66000000
574,HD 12484 b,2.98,,58.83
575,HD 125271 b,11.05674,1.110,14901.99295308
576,HD 125595 b,0.042,,9.6737
577,HD 125612 b,3,,502
578,HD 125612 c,0.058,,4.1547
579,HD 125612 d,7.2,,3008
580,HD 12648 b,2.9,,133.6
581,HD 126525 b,0.224,,948.12
582,HD 126614 A b,0.38,,1244
583,HD 12661 b,2.3,,263.6
584,HD 12661 c,1.57,,1708
585,HD 127506 b,0.08375,0.498,65.78395386
586,HD 128311 b,1.83,,460.1
587,HD 128311 c,3.20,,910.7
588,HD 128356 b,0.89,,298.2
589,HD 129445 b,1.6,,1840
590,HD 130322 b,1.02,,10.72
591,HD 131399 Ab,4,,200883.21
592,HD 131496 b,2.2,,883
593,HD 13167 b,3.31000,,2613.00000000
594,HD 132406 b,5.61,,974
595,HD 132563 B b,1.49,,1544
596,HD 133131 A b,1.43,,649.0
597,HD 133131 A c,0.48,,3407.0
598,HD 133131 B b,2.5,,6119.0
599,HD 134060 b,0.0351,,3.27
600,HD 134060 c,0.1507,,1160.9
601,HD 134606 b,0.0292,,12.083
602,HD 134606 c,0.0382,,59.519
603,HD 134606 d,0.121,,459.26
604,HD 134987 b,1.59,,258.19
605,HD 134987 c,0.82,,5000
606,HD 136352 b,0.0166,,11.577
607,HD 136352 c,0.0358,,27.582
608,HD 136352 d,0.03,,106.72
609,HD 136418 b,2,,464.3
610,HD 136925 b,0.84,,4540.0
611,HD 137388 b,0.223,,330
612,HD 137496 b,0.01271,0.1169,1.62116
613,HD 137496 c,7.66,,479.9
614,HD 13808 b,0.0325,,14.182
615,HD 13808 c,0.036,,53.832
616,HD 13908 b,0.865,,19.382
617,HD 13908 c,5.13,,931
618,HD 13931 b,1.92,,4460
619,HD 139357 b,9.76,,1125.7
620,HD 1397 b,0.41500,1.026,11.53533000
621,HD 14067 b,7.80000,,1455.00000000
622,HD 140901 b,0.04609,0.350,9.02377598
623,HD 140901 c,5.30264,1.140,7417.50547213
