,name,mass,radius,orbper
1295,KMT-2016-BLG-2397 b,2.42,,
1296,KMT-2016-BLG-2605 b,0.771,,
1297,KMT-2017-BLG-0165L b,0.107,,
1298,KMT-2017-BLG-0673L b,3.67,,
1299,KMT-2017-BLG-1038 b,2.4,,
1300,KMT-2017-BLG-1146 b,0.85,,
1301,KMT-2017-BLG-2509 b,2.09,,
1302,KMT-2018-BLG-0029 b,0.02017,,
1303,KMT-2018-BLG-0030 b,1.45,,
1304,KMT-2018-BLG-0087 b,0.23,,
1305,KMT-2018-BLG-0247 b,2.11,,
1306,KMT-2018-BLG-0748 b,0.19,,
1307,KMT-2018-BLG-1025L b,0.019064,,
1308,KMT-2018-BLG-1292L b,4.9,,
1309,KMT-2018-BLG-1743 b,0.925,,
1310,KMT-2018-BLG-1976L b,1.96,,
1311,KMT-2018-BLG-1988L b,0.0214,,
1312,KMT-2018-BLG-1990L b,0.57,,
1313,KMT-2018-BLG-2004 b,0.27,,
1314,KMT-2018-BLG-2602 b,1.15,,
1315,KMT-2018:BLG-1996L b,1.22,,
1316,KMT-2019-BLG-0253 b,0.0289,,
1317,KMT-2019-BLG-0414L b,4.42,,
1318,KMT-2019-BLG-0842 b,10.28,,
1319,KMT-2019-BLG-1042 b,0.19,,
1320,KMT-2019-BLG-1339/OGLE-2019/BLG-1019 b,12.2,,
1321,KMT-2019-BLG-1552 b,4.05,,
1322,KMT-2019-BLG-1715 b,2.56,,
1323,KMT-2019-BLG-1953L b,0.59,,
1324,KMT-2019-BLG-1953L c,0.28,,
1325,KMT-2019-BLG-2073,0.186,,
1326,KMT-2019-BLG-2974 b,0.28,,
1327,KMT-2020-BLG-0414 b,0.00381,,
1328,KMT-2021-BLG-0119 b,5.7,,
1329,KMT-2021-BLG-0171L b,0.0352,,
1330,KMT-2021-BLG-0192 b,0.15,,
1331,KMT-2021-BLG-0240 b,0.4,,
1332,KMT-2021-BLG-0240 c,0.7,,
1333,KMT-2021-BLG-0320 b,0.1,,
1334,KMT-2021-BLG-0712 b,0.12016,,
1335,KMT-2021-BLG-0748 b,0.45,,
1336,KMT-2021-BLG-0909 b,1.26,,
1337,KMT-2021-BLG-0912 b,6.92,,
1338,KMT-2021-BLG-1077L b,0.22,,
1339,KMT-2021-BLG-1077L c,0.25,,
1340,KMT-2021-BLG-1105 b,1.3,,
1341,KMT-2021-BLG-1253 b,0.05994,,
1342,KMT-2021-BLG-1303 b,0.38,,
1343,KMT-2021-BLG-1372 b,0.19278,,
1344,KMT-2021-BLG-1554 b,0.12,,
1345,KMT-2021-BLG-1689L b,0.145,,
1346,KMT-2021-BLG-1898 b,0.76,,
1347,KMT-2021-BLG-1931 b,0.01432,,
1348,KMT-2021-BLG-2294 b,0.07,,
1349,KMT-2021-BLG-2478 b,0.8,,
1350,KOI-12 b,1.1,1.23,17.855182
1351,KOI-1257 b,1.45,0.94,86.647661
1352,KOI-13 b,9.28,1.512,1.763588
1353,KOI-142 b,0.03,0.307,10.91647
1354,KOI-142 c,0.674,,22.26492
1355,KOI-1599.01,0.01447,0.17,20.4415
1356,KOI-1599.02,0.02832,0.17,13.6088
1357,KOI-1783 b,0.2234,0.7904,134.4786723
1358,KOI-1783 c,0.0472,0.4853,284.060953
1359,KOI-2700 b,0.00271,0.0946,0.910022
1360,KOI-3680 b,1.93,0.99,141.241671
1361,KOI-4777,0.00107,0.0455,0.412
1362,KOI-55 b,0.0014,0.068,0.240104
1363,KOI-55 c,0.0021,0.077,0.342887
1364,KOI-984 b,0.0544,0.384,4.2881785
1365,KPS-1 b,1.09,1.03,1.706291
1366,Kepler-10 b,0.0145,0.132,0.837491
1367,Kepler-10 c,0.02319,0.2097,45.2946
1368,Kepler-100 b,0.0231,0.118,6.88705
1369,Kepler-100 c,0.0027,0.196,12.8159
1370,Kepler-100 d,0.0094,0.144,35.3331
1371,Kepler-101 b,0.16,0.51,3.4876812
1372,Kepler-101 c,0.01,0.112,6.02976
1373,Kepler-102 b,0.01353,0.042,5.28696
1374,Kepler-102 c,0.009,0.052,7.07142
1375,Kepler-102 d,0.012,0.105,10.3117
1376,Kepler-102 e,0.028,0.198,16.1457
1377,Kepler-102 f,0.01636,0.079,27.4536
1378,Kepler-103 b,0.031,0.301,15.9654
1379,Kepler-103 c,0.114,0.459,179.612
1380,Kepler-104 b,0.0167,0.277,11.427548
1381,Kepler-104 c,0.0242,0.279,23.668205
1382,Kepler-104 d,0.0311,0.319,51.755394
1383,Kepler-105 b,0.016,0.429,5.4122
1384,Kepler-105 c,0.01447,0.117,7.1262
1385,Kepler-106 b,0.00047,0.073,6.16486
1386,Kepler-106 c,0.033,0.223,13.5708
1387,Kepler-106 d,0.02549,0.085,23.9802
1388,Kepler-106 e,0.03514,0.228,43.8445
1389,Kepler-107 b,0.01104,0.137,3.1800218
1390,Kepler-107 c,0.02954,0.142,4.901452
1391,Kepler-107 d,0.01196,0.077,7.95839
1392,Kepler-107 e,0.02706,0.259,14.749143
1393,Kepler-109 b,0.02297,0.211,6.48163
1394,Kepler-109 c,0.06859,0.225,21.2227
1395,Kepler-11 b,0.006,0.161,10.3039
1396,Kepler-11 c,0.009,0.256,13.0241
1397,Kepler-11 d,0.023,0.278,22.6845
1398,Kepler-11 e,0.025,0.374,31.9996
1399,Kepler-11 f,0.006,0.222,46.6888
1400,Kepler-11 g,0.079,0.297,118.3807
1401,Kepler-113 b,0.037,0.162,4.754
1402,Kepler-113 c,0.027,0.194,8.92507
1403,Kepler-114 b,0.022,0.112,5.188549
1404,Kepler-114 c,0.009,0.143,8.041
1405,Kepler-114 d,0.012,0.226,11.776
1406,Kepler-117 b,0.094,0.719,18.7959228
1407,Kepler-117 c,1.84,1.101,50.790391
1408,Kepler-12 b,0.432,1.754,4.4379629
1409,Kepler-122 f,0.113,0.156,56.268
1410,Kepler-128 b,0.00242,0.128,15.09
1411,Kepler-128 c,0.00283,0.12,22.804
1412,Kepler-131 b,0.05075,0.215,16.092
1413,Kepler-131 c,0.026,0.075,25.5169
1414,Kepler-138 b,0.00021,0.047,10.3126
1415,Kepler-138 c,0.0062,0.107,13.7813
1416,Kepler-138 d,0.00318,0.108,23.0881
1417,Kepler-14 b,8.4,1.136,6.790123
1418,Kepler-145 b,0.117,0.236,22.951
1419,Kepler-145 c,0.25,0.385,42.882
1420,Kepler-15 b,0.66,0.96,4.942782
1421,Kepler-150 f,0.0283,0.325,637.2093
1422,Kepler-1514 b,5.28,1.108,217.83184
1423,Kepler-1520 b,6.3e-05,,0.65355357
1424,Kepler-16 (AB) b,0.333,0.7538,228.776
1425,Kepler-160 d,0.31463,,30.0
1426,Kepler-1625 b,11.6,0.541,287.378949
1427,Kepler-1647 (AB) b,1.52,1.06,1107.5923
1428,Kepler-1654 b,0.5,0.819,1047.8356
1429,Kepler-1655 b,0.01573,0.197,11.8728787
1430,Kepler-1656 b,0.1504,0.448,31.562
1431,Kepler-1656 c,0.3977,,1919.0
1432,Kepler-1658 b,5.88,1.07,3.84937278
1433,Kepler-1661 (AB) b,0.053,,175.06
1434,Kepler-167 d,0.006,0.107,21.803855
1435,Kepler-167 e,4.0,0.906,1071.23228
1436,Kepler-17 b,2.45,1.31,1.4857108
1437,Kepler-1705 b,0.01406,0.1811,9.03502
1438,Kepler-1705 c,0.01705,0.1829,11.28
1439,Kepler-1708 b,4.6,0.8886,737.1131
1440,Kepler-177 b,0.01837,0.312,35.8601
1441,Kepler-177 c,0.04625,0.779,49.40926
1442,Kepler-18 b,0.022,0.178,3.504725
1443,Kepler-18 c,0.054,0.49,7.64159
1444,Kepler-18 d,0.052,0.623,14.85888
1445,Kepler-19 b,0.02643,0.198,9.28716
1446,Kepler-19 c,0.04122,,28.731
1447,Kepler-19 d,0.0708,,62.95
1448,Kepler-197 c,0.017,0.11,10.349695
1449,Kepler-1970 b,2.1,,3.294601
1450,Kepler-20 b,0.03052,0.167,3.69611525
1451,Kepler-20 c,0.04012,0.272,10.85409089
1452,Kepler-20 d,0.03168,0.245,77.61130017
1453,Kepler-20 e,0.0097,0.077,6.09852281
1454,Kepler-20 f,0.045,0.089,19.57758478
1455,Kepler-20 g,0.0628,,34.94
1456,Kepler-21 b,0.01598,0.146,2.78578
1457,Kepler-22 b,0.113,0.212,289.8623
1458,Kepler-223 b,0.02328,0.267,7.38449
1459,Kepler-223 c,0.01605,0.307,9.84564
1460,Kepler-223 d,0.02517,0.467,14.78869
1461,Kepler-223 e,0.0151,0.41,19.72567
1462,Kepler-23 b,0.8,0.17,7.1073
1463,Kepler-23 c,2.7,0.285,10.7421
1464,Kepler-23 d,0.055,0.196,15.274299
1465,Kepler-238 e,0.534,0.5,23.654
1466,Kepler-238 f,0.042,0.178,50.447
1467,Kepler-24 b,1.6,0.214,8.1453
1468,Kepler-24 c,1.6,0.25,12.3335
1469,Kepler-25 b,0.0275,0.245,6.238297
1470,Kepler-25 c,0.0479,0.465,12.7207
1471,Kepler-25 d,0.226,,122.4
1472,Kepler-26 b,0.01611,0.248,12.28
1473,Kepler-26 c,0.01951,0.243,17.2559
1474,Kepler-27 b,9.11,0.357,15.3348
1475,Kepler-276 c,0.052,0.259,31.884
1476,Kepler-276 d,0.051,0.25,48.648
1477,Kepler-277 b,0.275,0.261,17.324
1478,Kepler-277 c,0.202,0.3,33.006
1479,Kepler-278 b,0.176,0.363,30.160546
1480,Kepler-278 c,0.1098,0.32,51.078775
1481,Kepler-279 c,0.155,0.384,35.736
1482,Kepler-279 d,0.118,0.277,54.414
1483,Kepler-28 b,1.51,0.321,5.9123
1484,Kepler-28 c,1.36,0.303,8.9858
1485,Kepler-282 d,0.192,0.219,24.806
1486,Kepler-282 e,0.177,0.277,44.347
1487,Kepler-289 b,0.023,0.192,34.545
1488,Kepler-289 c,0.013,1.034,125.8518
1489,Kepler-289 d,0.415,0.239,66.0634
1490,Kepler-29 b,0.01573,0.227,10.33974
1491,Kepler-29 c,0.01416,0.209,13.28613
1492,Kepler-30 b,0.036,0.348,29.33434
1493,Kepler-30 c,2.01,1.097,60.323105
1494,Kepler-30 d,0.073,0.785,143.34394
1495,Kepler-305 b,0.033,0.321,5.487
1496,Kepler-305 c,0.019,0.294,8.291
1497,Kepler-307 b,0.02341,0.217,10.4208
1498,Kepler-307 c,0.01145,0.196,13.0729
1499,Kepler-31 c,4.7,0.473,42.6318
1500,Kepler-31 d,6.8,0.348,87.6451
1501,Kepler-32 b,4.1,0.196,5.90124
1502,Kepler-32 c,0.5,0.178,8.7522
1503,Kepler-328 b,0.09,0.205,34.921
1504,Kepler-328 c,0.124,0.482,71.312
1505,Kepler-338 b,0.0963,0.218,13.726976
1506,Kepler-338 e,0.027,0.139,9.341
1507,Kepler-34 (AB) b,0.22,0.7637,288.822
1508,Kepler-35 (AB) b,0.1268,0.728,131.458
1509,Kepler-350 c,0.019,0.277,17.849
1510,Kepler-350 d,0.047,0.25,26.136
1511,Kepler-36 b,0.01205,0.134,13.86825
1512,Kepler-36 c,0.02243,0.328,16.21865
1513,Kepler-37 b,0.01,0.026,13.36731
1514,Kepler-37 c,0.03776,0.067,21.302
1515,Kepler-37 d,0.017,0.173,39.7922
1516,Kepler-38 (AB) b,0.38,0.39,105.595
1517,Kepler-391 c,1.416,0.316,20.485435
1518,Kepler-396 b,0.238,0.312,42.994
1519,Kepler-396 c,0.056,0.473,88.505
1520,Kepler-4 b,0.077,0.357,3.21346
1521,Kepler-40 b,2.2,1.17,6.87349
1522,Kepler-406 b,0.02,0.128,2.42629
1523,Kepler-406 c,0.00853,0.076,4.62332
1524,Kepler-407 b,0.01007,0.095,0.66931
1525,Kepler-407 c,12.6,,3000.0
1526,Kepler-408 b,0.02,0.073,2.46502
1527,Kepler-409 b,0.0692,0.106,68.9584
1528,Kepler-41 b,0.56,1.29,1.8555582
1529,Kepler-411 b,0.08055,0.214,3.005156
1530,Kepler-411 c,0.08306,0.394,7.834435
1531,Kepler-411 d,0.04782,0.296,58.02035
1532,Kepler-411 e,0.03398,,31.509728
1533,Kepler-412 b,0.941,1.341,1.7208604
1534,Kepler-413 (AB) b,0.211,0.3881,66.262
1535,Kepler-414 b,0.011,0.153,4.7
1536,Kepler-414 c,0.094,0.269,7.171
1537,Kepler-415 b,0.377,0.108,4.176
1538,Kepler-416 b,0.183,0.221,6.319
1539,Kepler-417 b,0.035,0.206,12.331
1540,Kepler-418 b,1.1,1.2,86.67856
1541,Kepler-419 b,2.5,0.96,69.7546
1542,Kepler-419 c,7.3,,675.47
1543,Kepler-42 b,0.009,0.07,1.2137672
1544,Kepler-42 c,0.006,0.065,0.45328509
1545,Kepler-42 d,0.003,0.051,1.865169
1546,Kepler-422 b,0.43,1.15,7.8914483
1547,Kepler-423 b,0.595,1.192,2.6843285
1548,Kepler-424 b,1.03,0.89,3.3118644
1549,Kepler-424 c,6.97,,223.3
1550,Kepler-425 b,0.25,0.978,3.79701816
1551,Kepler-426 b,0.34,1.09,3.21751883
1552,Kepler-427 b,0.29,1.23,10.290994
1553,Kepler-428 b,1.27,1.08,3.52563254
1554,Kepler-43 b,3.23,1.219,3.0240949
1555,Kepler-432 b,5.41,1.145,52.501129
1556,Kepler-432 c,2.43,,406.2
1557,Kepler-433 b,2.82,1.45,5.33408384
1558,Kepler-434 b,2.86,1.13,12.8747099
1559,Kepler-435 b,0.84,1.99,8.6001536
1560,Kepler-44 b,1.0,1.09,3.2467293
1561,Kepler-445 b,0.02,0.14,2.984151
1562,Kepler-445 c,0.027,0.22,4.871229
1563,Kepler-445 d,0.011,0.11,8.15275
1564,Kepler-446 b,0.014,0.13,1.565409
1565,Kepler-446 c,0.009,0.1,3.036179
1566,Kepler-446 d,0.01,0.12,5.148921
1567,Kepler-447 b,1.37,1.65,7.79430132
1568,Kepler-45 b,0.505,0.96,2.455239
1569,Kepler-451 b,1.86,,406.0
1570,Kepler-451 c,1.61,,1800.0
1571,Kepler-451 d,1.76,,43.0
1572,Kepler-453 (AB) b,0.03,0.55,240.503
1573,Kepler-454 b,0.0215,0.21,10.57
1574,Kepler-454 c,4.46,,523.9
1575,Kepler-46 b,6.0,0.808,33.60134
1576,Kepler-46 c,0.376,,57.011
1577,Kepler-462 b,0.16959,0.268,84.6866
1578,Kepler-462 c,0.01888,0.357,207.62
1579,Kepler-47 (AB) d,0.05984,0.6281,187.35
1580,Kepler-48 b,0.0124,0.168,4.778
1581,Kepler-48 c,0.04597,0.242,9.67395
1582,Kepler-48 d,0.025,0.182,42.8961
1583,Kepler-48 e,2.067,,982.0
1584,Kepler-49 b,0.98,0.243,7.2037945
1585,Kepler-49 c,0.72,0.227,10.9129343
1586,Kepler-5 b,2.111,1.426,3.5484657
1587,Kepler-50 b,0.1,0.153,7.81254
1588,Kepler-50 c,0.11,0.194,9.37647
1589,Kepler-51 b,0.007,0.633,45.154
1590,Kepler-51 c,0.013,0.803,85.312
1591,Kepler-51 d,0.024,0.865,130.194
1592,Kepler-52 b,8.7,0.187,7.8773565
1593,Kepler-52 c,10.41,0.164,16.3850021
1594,Kepler-538 b,0.03335,0.198,81.73778
1595,Kepler-539 b,0.97,0.747,125.63243
1596,Kepler-539 c,2.4,,1000.0
1597,Kepler-54 b,0.92,0.187,8.0109434
1598,Kepler-54 c,0.37,0.11,12.0717249
1599,Kepler-55 b,1.49,0.217,27.9481449
1600,Kepler-55 c,1.11,0.197,42.1516418
1601,Kepler-56 b,0.0944,0.581,10.5016
1602,Kepler-56 c,0.614,0.874,21.40239
1603,Kepler-56 d,5.61,,1002.0
1604,Kepler-57 c,6.95,0.138,11.6092567
1605,Kepler-58 b,1.39,0.248,10.2184954
1606,Kepler-58 c,2.19,0.255,15.5741568
1607,Kepler-59 b,2.05,0.098,11.8681707
1608,Kepler-59 c,1.37,0.177,17.9801235
1609,Kepler-595 b,0.05475,0.331,25.3029092
1610,Kepler-595 c,0.01038,0.09,12.38602
1611,Kepler-6 b,0.668,1.304,3.2346996
1612,Kepler-60 b,0.01318,0.153,7.1334
1613,Kepler-60 c,0.01211,0.17,8.9187
1614,Kepler-60 d,0.01309,0.178,11.8981
1615,Kepler-62 b,0.028,0.117,5.714932
1616,Kepler-62 c,0.0126,0.048,12.4417
1617,Kepler-62 d,0.044,0.174,18.16406
1618,Kepler-62 e,0.113,0.144,122.3874
1619,Kepler-62 f,0.11,0.126,267.291
1620,Kepler-63 b,0.378,0.545,9.4341505
1621,Kepler-64 (AB) b,0.53,0.553,138.506
1622,Kepler-65 c,0.084,0.23,5.859944
1623,Kepler-65 d,0.034,0.136,8.13123
1624,Kepler-65 e,0.653,,258.8
1625,Kepler-66 b,0.047,0.25,17.815815
1626,Kepler-67 b,0.047,0.262,15.7259
1627,Kepler-68 b,0.02407,0.206,5.3988
1628,Kepler-68 c,0.00642,0.0827,9.6051
1629,Kepler-68 d,0.77,,634.6
1630,Kepler-7 b,0.441,1.622,4.8854892
1631,Kepler-74 b,0.63,0.96,7.340711
1632,Kepler-75 b,10.1,1.05,8.8849116
1633,Kepler-76 b,2.01,1.36,1.5449298
1634,Kepler-77 b,0.43,0.96,3.57878087
1635,Kepler-78 b,0.00619,0.1,0.35500744
1636,Kepler-79 b,0.0343,0.31,13.4845
1637,Kepler-79 c,0.019,0.332,27.4029
1638,Kepler-79 d,0.019,0.639,52.0902
1639,Kepler-79 e,0.013,0.311,81.0659
1640,Kepler-8 b,0.59,1.416,3.5224991
1641,Kepler-80 b,0.0218,0.238,7.05246
1642,Kepler-80 c,0.02121,0.244,9.52355
1643,Kepler-80 d,0.02124,0.136,3.07222
1644,Kepler-80 e,0.01299,0.143,4.64489
1645,Kepler-82 b,0.03823,0.363,26.44
1646,Kepler-82 c,0.04373,0.476,51.54
1647,Kepler-82 f,0.06576,,75.732
1648,Kepler-85 b,0.0465,0.176,8.306
1649,Kepler-85 c,0.059,0.194,12.513
1650,Kepler-86 b,0.34235,0.8466,282.5254
1651,Kepler-87 b,1.02,1.204,114.73635
1652,Kepler-87 c,0.02,0.548,191.2318
1653,Kepler-88 d,3.05,,1403.0
1654,Kepler-89 b,0.033,0.153,3.743208
1655,Kepler-89 c,0.049,0.385,10.423648
1656,Kepler-89 d,0.334,1.005,22.342989
1657,Kepler-89 e,0.11,0.585,54.32031
1658,Kepler-9 b,0.13655,0.74,19.23891
1659,Kepler-9 c,0.09408,0.721,38.9853
1660,Kepler-9 d,0.016518264481,0.146,1.592851
1661,Kepler-91 b,0.81,1.367,6.24658
1662,Kepler-92 b,0.202,0.313,13.749
1663,Kepler-92 c,0.019,0.232,26.723
1664,Kepler-93 b,0.0143,0.14,4.72674
1665,Kepler-93 c,3.0,,1460.0
1666,Kepler-94 b,0.034,0.313,2.50806
1667,Kepler-94 c,9.836,,820.3
1668,Kepler-95 b,0.041,0.305,11.5231
1669,Kepler-96 b,0.027,0.238,16.2385
1670,Kepler-97 b,0.011,0.132,2.58664
1671,Kepler-97 c,1.08,,789.0
1672,Kepler-98 b,0.011,0.178,1.54168
1673,Kepler-99 b,0.019,0.132,4.60358
1674,L 168-9 b,0.0145,0.124,1.4015
1675,L 98-59 b,0.0013,0.0758,2.2531136
1676,L 98-59 c,0.00698,0.12356,3.6906777
1677,L 98-59 d,0.0061,0.1357,7.4507245
1678,L 98-59 e,0.00963,,12.796
1679,L2 Pup b,12.0,,
1680,LHS 1140 b,0.02196,0.15407,24.736
1681,LHS 1140 c,0.00569,0.11437,3.777931
1682,LHS 1478 b,0.00733,0.1106,1.9495378
1683,LHS 1678 b,0.00019,0.06209,0.8602322
1684,LHS 1678 c,0.00123,0.08761,3.694237
1685,LHS 1815 b,0.0132,0.09707,3.81433
1686,LKCA 15 b,6.0,,40000.0
1687,LP 714-47 b,0.0969,0.419,4.052037
1688,LP 890-9 b,0.0415,0.1178,2.7299025
1689,LP 890-9 c,0.0796,0.12196,8.457463
1690,LSPM J2116+0234 b,0.042,,14.446
1691,LTT 1445A b,0.00903,0.11643,5.3587657
1692,LTT 1445A c,0.00485,0.10233,3.1239035
1693,LTT 3780 b,0.00982,0.11883,0.7683881
1694,LTT 3780 c,0.0267,0.205,12.252048
1695,LTT 9779 b,0.09225,0.4211,0.792052
1696,Lalande 21185 b,0.00846,,12.946
1697,Lalande 21185 c,0.057,,3190.0
1698,Lupus-TR-3 b,0.81,0.89,3.91405
1699,MASCARA-1 b,3.7,1.5,2.14878
1700,MASCARA-2 b/KELT-20 b,3.518,1.83,3.4741085
1701,MASCARA-3 b,5.18,1.272,5.5514926
1702,MOA-2007-BLG-192L b,0.01,,
1703,MOA-2007-BLG-400L b,1.71,,
1704,MOA-2008-BLG-310L b,0.233,,
1705,MOA-2008-BLG-379L b,4.1,,
1706,MOA-2009-BLG-266L b,0.0327,,2780.0
1707,MOA-2009-BLG-319L b,0.208,,
1708,MOA-2009-BLG-387L b,2.6,,1970.0
1709,MOA-2010-BLG-073L b,11.0,,
1710,MOA-2010-BLG-117 b,0.51,,
1711,MOA-2010-BLG-328L b,0.029,,
1712,MOA-2010-BLG-353L b,0.27,,
1713,MOA-2010-BLG-477L b,1.4,,
1714,MOA-2011-BLG-028L b,0.094,,
1715,MOA-2011-BLG-262L b,0.0566340496492,,
1716,MOA-2011-BLG-274 b,0.8,,
1717,MOA-2011-BLG-291 b,0.085,,
1718,MOA-2011-BLG-293L b,4.8,,
1719,MOA-2011-BLG-322L b,7.8,,
1720,MOA-2012-BLG-006 b,8.4,,
1721,MOA-2012-BLG-505L b,6.7,,
1722,MOA-2013-BLG-220L b,2.74,,
1723,MOA-2013-BLG-605L b,0.066,,
1724,MOA-2014-BLG-472 b,1.9,,
1725,MOA-2015-BLG-337 a,9.8,,
1726,MOA-2015-BLG-337 b,0.106,,
1727,MOA-2016-BLG-227L b,2.3,,
1728,MOA-2016-BLG-231 b,9.0,,
1729,MOA-2016-BLG-319L b,0.62,,
1730,MOA-2020-BLG-135 b,0.0356,,
1731,MOA-2020-BLG-208 b,0.2168,,
1732,MOA-bin-1L b,3.7,,
1733,MOA-bin-29 b,0.55,,
1734,NGC 2423 3 b,10.6,,714.3
1735,NGTS-1 b,0.812,1.33,2.647298
1736,NGTS-10 b,2.162,1.205,0.7668944
1737,NGTS-11 b,0.37,0.823,35.455285
1738,NGTS-12 b,0.208,1.048,7.532806
1739,NGTS-13 b,4.84,1.142,4.119027
1740,NGTS-14A b,0.092,0.44,3.5357173
1741,NGTS-15 b,0.751,1.1,3.27623
1742,NGTS-16 b,0.667,1.3,4.84532
1743,NGTS-17 b,0.764,1.24,3.24253
1744,NGTS-18 b,0.409,1.21,3.05125
1745,NGTS-2 b,0.67,1.536,4.5111204
1746,NGTS-20 b,2.98,1.07,54.18915
1747,NGTS-21 b,2.36,1.33,1.5433897
1748,NGTS-3A b,2.38,1.48,1.6753728
1749,NGTS-4 b,0.0648,0.2837,1.3373508
1750,NGTS-5 b,0.229,1.136,3.3569866
1751,NGTS-6 b,1.33,1.271,0.882058
1752,NGTS-8 b,0.93,1.09,2.4997
1753,NGTS-9 b,2.9,1.07,4.43527
1754,NN Ser (AB) c,6.91,,5660.0
1755,NN Ser (AB) d,2.28,,2830.0
1756,NY Vir (AB) b,2.78,,2987.745
1757,NY Vir (AB) c,4.49,,9861.75
1758,OGLE--2018-BLG-0516 b,0.0632,,
1759,OGLE-2003-BLG-235L b,2.6,,
1760,OGLE-2005-071L b,3.5,,3600.0
1761,OGLE-2005-169L b,0.0444,,
1762,OGLE-2005-390L b,0.017,,3500.0
1763,OGLE-2006-109L b,0.727,,1790.0
1764,OGLE-2006-109L c,0.271,,4931.0
1765,OGLE-2006-BLG-284 b,0.453,,
1766,OGLE-2007-BLG-349L (AB) b,0.25,,
1767,OGLE-2007-BLG-368L b,0.0694,,
1768,OGLE-2008-BLG-092L A b,0.18,,
1769,OGLE-2008-BLG-355L b,4.6,,
1770,OGLE-2009-BLG-151L b,7.5,,
1771,OGLE-2011-BLG-0173L b,0.19,,
1772,OGLE-2011-BLG-0251L b,0.96,,
1773,OGLE-2011-BLG-0265L b,0.88,,
1774,OGLE-2011-BLG-0420L b,9.4,,
1775,OGLE-2012-BLG-0026L b,0.11,,
1776,OGLE-2012-BLG-0026L c,0.68,,
1777,OGLE-2012-BLG-0358L b,1.85,,
1778,OGLE-2012-BLG-0406L b,2.73,,
1779,OGLE-2012-BLG-0563L b,0.39,,
1780,OGLE-2012-BLG-0724L b,0.47,,
1781,OGLE-2012-BLG-0838 b,0.25,,
1782,OGLE-2012-BLG-0950L b,0.11,,
1783,OGLE-2012-BLG-1323,0.0072,,
1784,OGLE-2013-BLG-0132L b,0.29,,
1785,OGLE-2013-BLG-0341L b,0.00522291791209,,
1786,OGLE-2013-BLG-0911L b,10.08,,
1787,OGLE-2013-BLG-1721L b,0.64,,
1788,OGLE-2013-BLG-1761L b,2.8,,
1789,OGLE-2014-BLG-0124L b,0.64,,
1790,OGLE-2014-BLG-0319 b,0.57,,
1791,OGLE-2014-BLG-0676L b,3.68,,
1792,OGLE-2014-BLG-1186L b,0.142,,
1793,OGLE-2014-BLG-1722L b,0.174,,
1794,OGLE-2014-BLG-1722L c,0.2633,,
1795,OGLE-2014-BLG-1760L b,0.573,,
1796,OGLE-2015-BLG-0051L b,0.72,,
1797,OGLE-2015-BLG-0954L b,4.4,,
1798,OGLE-2015-BLG-0966L b,0.066,,
1799,OGLE-2015-BLG-1649 b,2.54,,
1800,OGLE-2015-BLG-1670L b,0.0563,,
1801,OGLE-2015-BLG-1771L b,0.433,,
1802,OGLE-2016-BLG-0263L b,4.1,,
1803,OGLE-2016-BLG-0613L (AB) b,4.18,,
1804,OGLE-2016-BLG-1067L b,0.43,,
1805,OGLE-2016-BLG-1093L b,0.71,,
1806,OGLE-2016-BLG-1195L b,0.0045,,
1807,OGLE-2016-BLG-1227 b,0.79,,
1808,OGLE-2016-BLG-1266L b,11.9,,
1809,OGLE-2016-BLG-1928,0.0009,,
1810,OGLE-2016-BLG-596L b,12.2,,
1811,OGLE-2017-BLG-0173L b,9.08,,
1812,OGLE-2017-BLG-0406 b,0.41,,
1813,OGLE-2017-BLG-0482 b,9.0,,
1814,OGLE-2017-BLG-0560,1.9,,
1815,OGLE-2017-BLG-0604 b,0.51,,
1816,OGLE-2017-BLG-1049 b,5.53,,
1817,OGLE-2017-BLG-1099 b,3.02,,
1818,OGLE-2017-BLG-1140L b,1.63,,
1819,OGLE-2017-BLG-1375 b,10.33,,
1820,OGLE-2017-BLG-1434L b,0.014,,
1821,OGLE-2017-BLG-1522L b,0.75,,
1822,OGLE-2018-BLG-0298 b,0.14,,
1823,OGLE-2018-BLG-0383 b,0.0201,,
1824,OGLE-2018-BLG-0506 b,0.0513,,
1825,OGLE-2018-BLG-0532 b,0.019636,,
1826,OGLE-2018-BLG-0567L b,0.32,,
1827,OGLE-2018-BLG-0596 b,0.0267,,
1828,OGLE-2018-BLG-0677L b,0.01246,,
1829,OGLE-2018-BLG-0740L b,4.5,,3100.0
1830,OGLE-2018-BLG-0799 b,0.41,,
1831,OGLE-2018-BLG-0932/KMT-2018-BLG-2087/MOA-2018-BLG-163 b,0.89,,
1832,OGLE-2018-BLG-0962,1.37,,
1833,OGLE-2018-BLG-0977 b,0.0201,,
1834,OGLE-2018-BLG-1119 b,0.91,,
1835,OGLE-2018-BLG-1126/KMT-2018-BLG-2064 b,0.056,,
1836,OGLE-2018-BLG-1185 b,0.0264,,
1837,OGLE-2018-BLG-1212/MOA-2018-BLG-365/KMT-2018-BLG-2299,0.2,,
1838,OGLE-2018-BLG-1269L b,0.69,,
1839,OGLE-2018-BLG-1367/KMT62018-BLG-0914,0.95,,
1840,OGLE-2018-BLG-1428L b,0.77,,
1841,OGLE-2018-BLG-1544 b,11.2,,
1842,OGLE-2018-BLG-1647/KMT-2018-BLG-2060,0.97,,
